Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"132, Route 132",28 500 $,St-Moise,Bas-Saint-Laurent,,,,,,49 273.95 pi² (4 577.7 m²),,,,
rang des Pointes,4 $,St-Flavien,Chaudière-Appalaches,,,,,,465x196 pi (141.73x59.74 m),,,,
"32, chemin Guilbault",580 000 $,St-Paul,Lanaudière,2,1,,1,"1,120 pi² (104.05 m²)","92,008.61 pi² (8,547.88 m²)","1 753,49 $","216,56 $","2 150,00 $",
"172-174, rue Napoléon-Groulx",600 000 $,Gatineau (Gatineau),Outaouais,5,2,,,,50x95 pi (15.24x28.96 m),,,,
"939, rue des Skieurs",549 000 $,Bromont,Estrie,4,2,1,2,"1,200 pi² (111.48 m²)",42.65x148.00 pi (13x45.11 m),"2 908,00 $","625,00 $","2 232,00 $",
"6, rue Laurentienne",325 000 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,,1,960 pi² (89.19 m²),10 147.14 pi² (942.7 m²),"2 118,76 $","180,23 $",,
"1177, rue des Saisons",1 349 500 $,St-Nicolas,Québec Rive-Sud (Lévis),3,2,1,2,3 977.26 pi² (369.5 m²),21 732.34 pi² (2 019 m²),"8 764,00 $","974,00 $",,
chemin des Marroniers,95 000 $,La Conception,Laurentides,,,,,,"61,397.35 pi² (5,704 m²)",,,,
"2047, rue de la Fayette",191 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,2,,1,37.83x25.75 pi (11.53x7.85 m),54.99x100.00 pi (16.76x30.48 m),"2 307,40 $",,"2 400,00 $",
"23, Route 111",423 000 $,Val-d'Or (Vassan),Abitibi-Témiscamingue,3,2,,1,1 092 pi² (101.45 m²),19 999.35 pi² (1 858 m²),"3 182,73 $","196,95 $","2 314,00 $",
"41, rue du Forgeron Nord",45 000 $,Tadoussac,Côte-Nord,,,,,,20 000 pi² (1 858.06 m²),"789,00 $","270,00 $",,
chemin de la Ferme,325 000 $,Val-Des-Monts,Outaouais,,,,,,65 340.00 pi² (1.5 acre),,,,
"3300, rue Achim",749 000 $,Saint-Laurent,Montréal / l'Île,4,1,1,2,,5 850 pi² (543.48 m²),"3 865,00 $","469,00 $","2 400,00 $",
"10, rue de l'Église",75 000 $,St-Marc-Du-Lac-Long,Bas-Saint-Laurent,3,2,,2,968.75 pi² (90 m²),"7,771 pi² (721.95 m²)","1 875,00 $","200,00 $","1 200,00 $",
"363, chemin Gauvin",269 900 $,Lac-Des-Ecorces,Laurentides,3,1,,2,1 200 pi² (111.48 m²),9 660 pi² (897.44 m²),"1 682,00 $","154,00 $","1 835,00 $",
"38, route de la Rivière",299 000 $,Grande-Vallee,Gaspésie-Îles-de-la-Madeleine,4,2,2,1,1 974.10 pi² (183.4 m²),21 118.79 pi² (1 962 m²),"3 214,20 $",,,
"291, rue des Échevins",1 069 300 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),4,3,1,2,2 573 pi² (239.04 m²),7 171 pi² (666.21 m²),"4 637,51 $","515,92 $",,
"201-237, rue Saint-Joseph Est",379 000 $,Saint-Roch,Québec Rive-Nord,2,1,1,3,892 pi² (82.87 m²),8 314.04 pi² (772.4 m²),"1,00 $","180,00 $",,"380,00 $"
"1-99, rue d'Augusta",319 900 $,Gatineau (Aylmer),Outaouais,2,1,1,1,"1,205 pi² (111.95 m²)","1,721.15 pi² (159.9 m²)","2 643,00 $","170,00 $","745,00 $",
"338, rue Poulin",42 500 $,St-Victor,Chaudière-Appalaches,,,,,,100x100 pi (30.48x30.48 m),,,,
"77, rue des Albatros",135 000 $,St-Côme,Lanaudière,,,,,,16 145 pi² (1 499.92 m²),,,,
"822-824, avenue Madeleine-De Verchères",695 000 $,Saint-Sacrement,Québec Rive-Nord,7,5,,,,"4,318.48 pi² (401.2 m²)","4 093,96 $","344,66 $","1 973,50 $","1 371,00 $"
"1633-1637, rue Poupart",1 230 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,7,5,,,,1 763.13 pi² (163.8 m²),"4 805,00 $","619,72 $",,
chemin Lac Creux,85 000 $,Mandeville,Lanaudière,,,,,,65 073.22 pi² (6 045.5 m²),"205,45 $",,,
"16, place d'Auvergne",1 245 000 $,Candiac,Montérégie (Rive-Sud Montréal),5,4,1,2,"3,136 pi² (291.34 m²)","12,526 pi² (1,163.7 m²)","4 802,58 $","648,10 $","4 200,00 $",
"122, rue de la Tortue",900 000 $,Gatineau (Aylmer),Outaouais,9,2,2,1,2 075 pi² (192.77 m²),8 697.24 pi² (808 m²),"6 400,00 $","529,00 $",,
chemin Lonsdale,120 000 $,L'Ange-Gardien-Outaouais,Outaouais,,,,,,184.88x262.47 pi (56.35x80 m),,,,
"4753, avenue Papineau",290 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,,,,,816 pi² (75.81 m²),,"115,67 $","312,00 $","824,28 $"
"9145, avenue San Francisco",1 390 000 $,Brossard,Montérégie (Rive-Sud Montréal),5,3,1,2,"1,978 pi² (183.76 m²)","6,393 pi² (593.93 m²)","4 484,00 $","982,00 $",,
rue des Trilles,80 000 $,La Conception,Laurentides,,,,,,17 206 pi² (1 598.49 m²),,,,
"140, rue de la Plage",699 000 $,Lavaltrie,Lanaudière,3,2,,1,1 221 pi² (113.43 m²),8 500 pi² (789.68 m²),"3 148,00 $","268,00 $","3 200,00 $",
"204-2365, rue des Carrières",365 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,,1,640 pi² (59.46 m²),,"1 741,00 $","201,00 $","300,00 $",
"5380, chemin du Lac-Héroux",831 000 $,St-Boniface,Mauricie,3,2,,2,1 807 pi² (167.88 m²),15 843 pi² (1 471.86 m²),"3 931,10 $","303,09 $","2 172,00 $",
"539, rue Hélène-Baillargeon",585 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,,1,992 pi² (92.16 m²),,"2 994,99 $","350,21 $","461,00 $","222,36 $"
"11, chemin des Cailles",469 000 $,Ste-Anne-Des-Lacs,Laurentides,3,1,,1,"1,248 pi² (115.94 m²)","28,968 pi² (2,691.22 m²)","1 308,00 $","155,00 $","720,00 $","596,00 $"
"8654, rue la Périère",600 000 $,St-François,Laval,3,2,,2,721.49 pi² (67.03 m²),3 302.37 pi² (306.8 m²),"2 001,55 $","196,54 $",,"138,80 $"
"238, rue Bélanger",389 000 $,Gatineau (Buckingham),Outaouais,3,1,,1,796.53 pi² (74 m²),127.95x42.65 pi (39x13 m),"1 608,00 $","108,00 $",,"633,00 $"
rue du Lac-Marchand,469 000 $,St-Alphonse-Rodriguez,Lanaudière,,,,,,"2,095,733.36 pi² (19.47 hectares)","861,00 $","200,00 $",,
"1898-1900-1902, rue François-Charron",750 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,,,,6 000 pi² (557.42 m²),"2 500,00 $","700,00 $",,
"1379, boulevard de Maisonneuve Est",495 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,2,"1,133 pi² (105.26 m²)",,"3 254,00 $","406,00 $","1 776,00 $",
"3710, route des Rivières",391 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,2,"1,562 pi² (145.11 m²)","7,000 pi² (650.32 m²)","2 500,00 $","300,00 $",,"950,00 $"
"125, route 132",875 000 $,Ste-Therese-De-Gaspe,Gaspésie-Îles-de-la-Madeleine,15,,,,,"42,629.39 pi² (3,960.4 m²)","5 345,41 $","327,77 $",,
"8-1270, boulevard de montaville",499 900 $,Boucherville,Montérégie (Rive-Sud Montréal),3,2,1,2,"1,306.95 pi² (121.42 m²)","1,466 pi² (136.2 m²)","2 137,08 $","279,83 $","1 400,00 $",
"8765, rue Magloire-Lavallée",459 000 $,Mirabel (St-Canut),Laurentides,3,1,1,3,1 500 pi² (139.35 m²),3 900 pi² (362.32 m²),"1 352,00 $","215,00 $","960,00 $",
"229-231, 90e Avenue",729 000 $,LaSalle,Montréal / l'Île,3,1,1,,,27.69 pi² (2.57 m²),"3 164,00 $","389,00 $",,
"605-505, rue la Gappe",365 000 $,Gatineau (Gatineau),Outaouais,2,1,,1,962.83 pi² (89.45 m²),,"2 371,00 $","170,09 $",,
"345, rang Sainte-Catherine",750 000 $,St-Gerard-Majella,Montérégie (Rive-Sud Montréal),,,,,,"3,117,113.29 pi² (84.7 arpents)","1 874,58 $","99,18 $",,
"108-6405, rue Corbière",340 000 $,Brossard,Montérégie (Rive-Sud Montréal),1,1,,1,942.92 pi² (87.6 m²),970.69 pi² (90.18 m²),"1 630,31 $","149,04 $",,
"300, rue Leclerc",425 000 $,Baie-Ste-Catherine,Charlevoix,6,,,,,32 291.73 pi² (3 000 m²),"3 996,00 $","284,00 $","1 500,00 $","4 700,00 $"
"7970, rue de Chamilly",3 900 000 $,Saint-Léonard,Montréal / l'Île,13,6,5,,,"8,775 pi² (815.22 m²)","10 286,25 $","1 249,34 $","600,00 $","5 397,66 $"
"1200, rue Antoine-Boucher",249 900 $,Gatineau (Aylmer),Outaouais,,,,,,39 831.85 pi² (3 700.5 m²),,,,
"6782, rue de la Roche",490 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,1,,3,1 250 pi² (116.13 m²),,"1 696,38 $","212,84 $",,"1 235,97 $"
rue des Alpes,269 000 $,Ascot Corner,Estrie,,,,,,52 000 pi² (4 830.96 m²),"600,00 $",,,
"1116, rue de Saint-Vallier Est",825 000 $,Vieux-Québec,Québec Rive-Nord,8,,,,,,,"960,32 $","2 112,57 $","1 912,00 $"
chemin de la Sapinière,200 000 $,St-Sauveur,Laurentides,,,,,,72 184.94 pi² (6 706.2 m²),"505,79 $","53,28 $",,
"4552, rue Grilli",749 900 $,Pierrefonds / Roxboro,Montréal / l'Île,4,2,,2,1 163 pi² (108.05 m²),5 773 pi² (536.33 m²),"2 512,00 $","282,00 $",,
"311, rue Tarrant",837 000 $,Magog,Estrie,3,2,1,2,2 518 pi² (233.93 m²),21 780 pi² (2 023.43 m²),"2 947,00 $","289,00 $","1 500,00 $",
"613, rang Saint-Joseph",189 000 $,Beauceville,Chaudière-Appalaches,,,,,,201 672.63 pi² (18 736 m²),"575,95 $","26,56 $",,
"245, 28e Avenue",799 000 $,St-Anicet,Montérégie (Rive-Sud Montréal),4,2,1,1,1 543 pi² (143.35 m²),14 250 pi² (1 323.87 m²),"2 509,72 $","394,58 $","3 250,00 $","1 250,00 $"
"761-763, rue Laprise",359 500 $,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,3,2,,,,"7,001.92 pi² (650.5 m²)","2 265,64 $","155,31 $",,
"305, avenue des Jardins",365 000 $,St-Rémi,Montérégie (Rive-Sud Montréal),2,1,1,1,1 150 pi² (106.84 m²),,"2 021,00 $","197,00 $","600,00 $",
"7, rue Decarie",589 000 $,Gatineau (Aylmer),Outaouais,4,2,,1,1 345.49 pi² (125 m²),6 375 pi² (592.26 m²),"2 916,00 $","226,00 $",,
rue Dusseault,60 000 $,Val-des-Sources,Estrie,,,,,,10 325 pi² (959.22 m²),"236,00 $",,,
"123, rue Bigras",899 000 $,Brownsburg-Chatham,Laurentides,,,,,,1 223 850 pi² (113 699.39 m²),"859,00 $","32,00 $",,
"767, chemin de Gaspé",919 000 $,Bromont,Estrie,4,2,,2,"1,600 pi² (148.64 m²)","37,000 pi² (3,437.41 m²)","3 300,00 $","385,00 $",,
"186, chemin des Fondateurs",385 000 $,La Minerve,Laurentides,3,2,,1,1 500 pi² (139.35 m²),20 249 pi² (1 881.19 m²),"2 114,00 $","133,00 $","1 900,00 $","1 596,00 $"
"527, rue Principale",175 000 $,Calumet,Laurentides,,,,,,"21,214.59 pi² (1,970.9 m²)",,,,
avenue des Épinettes,109 000 $,Stukely-Sud,Estrie,,,,,,30 000 pi² (2 787.09 m²),"433,00 $",,,
"50, avenue Legrand",519 000 $,Laval-des-Rapides,Laval,3,1,1,2,1 390 pi² (129.14 m²),,,,,
"509, rue Turmel",378 000 $,Ste-Marie,Chaudière-Appalaches,3,2,,,,9 000 pi² (836.13 m²),,,,
"239, rue Michelle",750 000 $,Sherrington,Montérégie (Rive-Sud Montréal),2,1,,,,15 000 pi² (1 393.55 m²),"2 194,01 $","174,39 $",,"900,00 $"
,69 000 $Prix de vente fourni par le vendeur à DuProprio.,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,61 500 pi² (5 713.54 m²),,,,
"13-6345235, rue de la Rosée-des-Bois",95 000 $,St-Calixte,Lanaudière,,,,,,"57,317 pi² (5,324.92 m²)","585,00 $",,,
"103, chemin de l'Île",110 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,"92,000 pi² (8,547.08 m²)",,,,
"25, rue Saint-Isidore",349 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,5,2,1,2,"1,568 pi² (145.67 m²)","9,417.35 pi² (874.9 m²)","3 800,00 $",,"2 700,00 $",
"1502-1045, rue Wellington",549 998 $,Griffintown,Montréal / l'Île,2,1,,1,887 pi² (82.4 m²),,"4 154,98 $","506,00 $","776,00 $",
"168, chemin Gaudreau",82 500 $,Notre-Dame-Des-Bois,Estrie,,,,,,"41,603 pi² (3,865.05 m²)","425,37 $","14,89 $",,
"1380, chemin du Paysan",599 000 $,Ste-Adèle,Laurentides,4,2,1,3,2 700 pi² (250.84 m²),20 000 pi² (1 858.06 m²),"2 500,00 $","120,00 $","800,00 $","1 200,00 $"
"1355, boulevard Moody",2 775 000 $,Terrebonne (Terrebonne),Lanaudière,,,,,,30 000 pi² (2 787.09 m²),"27 118,74 $",,,
,,Ste-Foy,Québec Rive-Nord,1,1,,1,433 pi² (40.23 m²),113 pi² (10.5 m²),,,,
"270A, montée Gagnon",369 000 $,Bois-Des-Filion,Laurentides,2,1,1,1,1 203.4 pi² (111.8 m²),,"2 332,92 $","184,76 $",,
"40, chemin du Rubis",670 000 $,Val-Des-Monts,Outaouais,,,,,,"188,614.80 pi² (4.33 acres)","1 299,93 $","34,41 $",,
"297, rue Claude-Léveillé",615 000 $,Vaudreuil-Dorion,Montérégie Ouest,3,1,1,2,1 421 pi² (132.02 m²),4 505.77 pi² (418.6 m²),"3 037,22 $","417,70 $",,
"230, rue de Luxembourg",765 000 $,Vimont,Laval,4,3,,2,1 784.23 pi² (165.76 m²),3 449.83 pi² (320.5 m²),"3 792,75 $","449,20 $",,
chemin des Coteaux,174 900 $,Farnham,Estrie,,,,,,16 859.51 pi² (1 566.3 m²),"329,00 $","10,65 $",,
"120, 2e Avenue",389 500 $,Weedon,Estrie,6,2,,,,53 000 pi² (4 923.86 m²),"3 500,00 $","128,95 $",,
"9031, rue Saint-Étienne",529 000 $,Mirabel (St-Benoit),Laurentides,4,2,,2,"2,700 pi² (250.84 m²)","6,800 pi² (631.74 m²)","1 600,00 $","350,00 $","2 500,00 $","1 500,00 $"
"13, chemin du Renard",120 000 $,Entrelacs,Lanaudière,,,,,,48 636.73 pi² (4 518.5 m²),"424,55 $",,,
chemin du Lac,325 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,"2,352,240.01 pi² (54 acres)",,,,
"83, chemin Périard",45 000 $,Ripon,Outaouais,,,,,,"30,000 pi² (2,787.09 m²)",,,,
"46, 9e Rang Est",777 777 $,Granby,Estrie,4,2,,2,2 040 pi² (189.52 m²),40 000 pi² (3 716.12 m²),"3 081,86 $","326,32 $","1 032,41 $","1 775,61 $"
"931, boulevard Sainte-Anne",225 000 $,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,3,2,,1,31.36x52.40 pi (9.56x15.97 m),12 524.89 pi² (1 163.6 m²),,,,
"898, 3e Rue",785 000 $,St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),3,2,,1,3 600 pi² (334.45 m²),12 999 574.65 pi² (1 207 700 m²),,,,
"16460, avenue Savoie",398 000 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),2,1,1,1,950 pi² (88.26 m²),5 084 pi² (472.32 m²),"2 108,21 $","211,52 $","2 100,00 $","580,00 $"
côte Saint-Gabriel-Ouest,149 000 $,St-Sauveur,Laurentides,,,,,,88 000 pi² (8 175.47 m²),,,,
"352, avenue Saint-Jérôme",259 000 $,Matane,Bas-Saint-Laurent,3,,,,,4 660.77 pi² (433 m²),"3 244,00 $","95,00 $","2 363,00 $","4 000,00 $"
"1156, rue Brosseau",1 850 000 $,Prévost,Laurentides,5,4,1,2,"4,000 pi² (371.61 m²)","258,107.81 pi² (23,979 m²)","5 394,00 $","790,00 $",,
"252, boulevard Lorrain",825 000 $,Gatineau (Gatineau),Outaouais,6,3,,,,11 045.92 pi² (1 026.2 m²),"5 812,22 $","430,31 $",,"1 948,83 $"
"103, rue Principale Nord",629 000 $,Sacré-Coeur-du-Saguenay,Côte-Nord,1,,,,,33 226.04 pi² (3 086.8 m²),,,,
"1419, boulevard Jacques-Cartier",139 000 $,Mont-Joli,Bas-Saint-Laurent,4,,,,,8 436.75 pi² (783.8 m²),"5 423,21 $","219,06 $","4 500,00 $",
"3418, chemin de la Dame",44 000 $,Ste-Julienne,Lanaudière,,,,,,"6,541 pi² (607.68 m²)",,,,
"B108-2615, rue Augustin-Cantin",650 000 $,Le Sud-Ouest,Montréal / l'Île,1,1,1,2,765 pi² (71.07 m²),,"4 100,00 $","550,00 $",,
"66A, route 243",3 200 000 $,St-Félix-De-Kingsey,Centre-du-Québec,6,2,1,2,3 524 pi² (327.39 m²),4 334 220.01 pi² (99.5 acres),"8 607,00 $","792,00 $","7 050,00 $","12 200,00 $"
"244, RUE NOTRE-DAME",165 000 $,Val-des-Sources,Estrie,4,1,1,2,"1,193.29 pi² (110.86 m²)","3,221.64 pi² (299.3 m²)","1 490,01 $","50,76 $",,
"127, rue de l'Anse",179 500 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,40 170 pi² (3 731.92 m²),"982,22 $","24,38 $",,
promenade des Cervidés,275 000 $,Morin-Heights,Laurentides,,,,,,91 028 pi² (8 456.78 m²),"1 112,45 $","57,65 $",,
"1793-1795, rue Saint-Martin",265 000 $,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,6,2,,,,"5,250 pi² (487.74 m²)","2 500,00 $","117,40 $",,
"2762, chemin Bois-Clair",1 875 000 $,St-Antoine-De-Tilly,Chaudière-Appalaches,6,3,1,2,3 000 pi² (278.71 m²),867 274.10 pi² (80 572.4 m²),"4 400,76 $","676,75 $","6 462,00 $",
"173, avenue de la Rivière",499 000 $,Fossambault-Sur-Le-Lac,Québec Rive-Nord,3,2,,2,1 455 pi² (135.17 m²),4 745 pi² (440.82 m²),,,,
"5774-5782, boulevard Saint-Michel",2 100 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,,,"2,479 pi² (230.31 m²)","5 133,72 $","633,93 $",,"3 102,24 $"
"2614-2620, 1re Avenue",950 000 $,Limoilou,Québec Rive-Nord,4,6,,,,"2,098.96 pi² (195 m²)","9 139,00 $","450,00 $","2 300,00 $","3 450,00 $"
"134, rue Jérémie-Beaulieu",250 000 $,Ste-Francoise,Bas-Saint-Laurent,2,,,,,"53,411 pi² (4,962.04 m²)","2 197,00 $",,,"4 500,00 $"
"716-445, avenue Viger Ouest",390 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,619 pi² (57.51 m²),619 pi² (57.51 m²),"2 103,65 $","252,01 $","740,00 $","648,00 $"
"337, boulevard Yvon-L'Heureux Sud",340 000 $,McMasterville,Montérégie (Rive-Sud Montréal),2,1,1,2,916 pi² (85.1 m²),"2,300 pi² (213.68 m²)","1 763,14 $","159,47 $",,
"5667, avenue de l'Esplanade",779 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,,3,942 pi² (87.51 m²),,"3 737,32 $","474,30 $","950,00 $","1 034,89 $"
"528, chemin Vanier",5 199 900 $,Gatineau (Aylmer),Outaouais,,,,,,43 681.02 pi² (4 058.1 m²),"3 921,30 $",,,
"170-172, 14e Avenue",279 000 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,,,50x100 pi (15.24x30.48 m),,,,
"3761, rue Saint-Hubert",549 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,3,1,,1,888.02 pi² (82.5 m²),"1,453.13 pi² (135 m²)","3 886,36 $","467,97 $","1 920,00 $","1 914,04 $"
"95, chemin Dusseault",239 000 $,La Minerve,Laurentides,,,,,,"110,000 pi² (10,219.33 m²)","437,00 $",,,
17e Avenue,65 000 $,St-Prosper-De-Dorchester,Chaudière-Appalaches,,,,,,21 706.5 pi² (2 016.6 m²),,,,
"671, 3e Avenue",365 000 $,Barraute,Abitibi-Témiscamingue,2,2,,1,"1,050 pi² (97.55 m²)","11,840 pi² (1,099.97 m²)","2 882,21 $","185,29 $",,
"379, rue Saint-Jean-Baptiste Est",360 000 $,Rimouski (Rimouski),Bas-Saint-Laurent,4,3,,1,1 112.99 pi² (103.4 m²),8 379.70 pi² (778.5 m²),,,,
"1084-5, chemin du Tour du Lac",175 000 $,Lac-Simon,Outaouais,,,,,,3 662 pi² (340.21 m²),"529,00 $","56,00 $",,
"1-300, avenue Lansdowne",350 000 $,Westmount,Montréal / l'Île,1,1,,1,770 pi² (71.54 m²),,,,,
"46, rang St-Anselme",75 000 $,St-Magloire-De-Bellechasse,Chaudière-Appalaches,,,,,,95 000 pi² (8 825.79 m²),,,,
"1792, rue des Tulipes",1 150 000 $,Carignan,Montérégie (Rive-Sud Montréal),5,2,1,2,3 176 pi² (295.06 m²),57 407.16 pi² (5 333.3 m²),"4 500,00 $","796,48 $","3 237,20 $","1 438,00 $"
chemin Scotch,60 000 $,Grenville-sur-la-Rouge,Laurentides,,,,,,65 000 pi² (6 038.7 m²),,,,
"5131, rue Gilles-Tremblay",619 000 $,Vaudreuil-Dorion,Montérégie Ouest,3,1,1,3,"2,150 pi² (199.74 m²)","1,640.42 pi² (152.4 m²)",,,,
"5451, rue du Pont Nord",90 000 $,Alma,Saguenay-Lac-Saint-Jean,3,1,1,2,"1,456 pi² (135.27 m²)","6,609.04 pi² (614 m²)","1 201,00 $",,,
"11, avenue Saint-Laurent",893 000 $,Louiseville,Mauricie,10,3,3,2,"5,600 pi² (520.26 m²)","18,000 pi² (1,672.25 m²)","3 600,00 $","250,00 $","1 200,00 $","120,00 $"
"170, 8e Avenue",499 000 $,St-Zotique,Montérégie Ouest,4,2,,1,1 200 pi² (111.48 m²),10 400 pi² (966.19 m²),"2 381,26 $","286,72 $","1 650,00 $","1 150,00 $"
"1466-1470, rue Joliette",899 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,,,,2 068.82 pi² (192.2 m²),"4 498,78 $","446,23 $",,
"185, rang du Côteau",749 000 $,St-Charles-sur-Richelieu,Montérégie (Rive-Sud Montréal),4,1,1,2,1 700 pi² (157.94 m²),312 153.40 pi² (2.9 hectares),,,,
"1, rue du Domaine",595 000 $,Eastman,Estrie,,,,,,"488,884.97 pi² (45,418.9 m²)","615,00 $","150,00 $",,
"13, rue Saint-Joseph",169 000 $,St-Michel-Du-Squatec,Bas-Saint-Laurent,2,1,1,2,1 075 pi² (99.87 m²),4 951.4 pi² (460 m²),"1 054,66 $","30,04 $","1 289,42 $","960,00 $"
"1922, avenue de la Gare",249 999 $,Mascouche,Lanaudière,1,1,,1,584.48 pi² (54.3 m²),,"1 961,00 $","116,00 $",,
"1310, rue Donat-Livernoche",315 000 $,Trois-Rivières (St-Louis-De-France),Mauricie,2,1,,2,1 776.05 pi² (165 m²),121 309.27 pi² (11 270 m²),"2 305,05 $","100,13 $",,
"669, chemin Neuf",325 000 $,Degelis,Bas-Saint-Laurent,,,,,,"4,399,560.01 pi² (101 acres)",,,,
chemin de la Roche Blanche,165 000 $,Degelis,Bas-Saint-Laurent,,,,,,"1,585,584.00 pi² (36.4 acres)",,,,
"127, chemin du Domaine-Casault",345 000 $,Causapscal,Bas-Saint-Laurent,3,1,1,2,1 160 pi² (107.77 m²),45 412.94 pi² (4 219 m²),,,,
chemin du Lac-Bécancour,Prix sur demande,Thetford Mines,Chaudière-Appalaches,,,,,,100 000 pi² (9 290.3 m²),,,,
"3725, rue de Calvi",719 000 $,Fabreville,Laval,3,2,1,2,1 500 pi² (139.35 m²),3 552.09 pi² (330 m²),"3 283,00 $","377,00 $","1 382,00 $","1 067,00 $"
"691, montée Giroux",202 000 $,Laverlochère-Angliers,Abitibi-Témiscamingue,,,,,,73 194.59 pi² (6 800 m²),"1 425,25 $","96,86 $",,
"431, boulevard Marie-Victorin",399 500 $,Kingsey Falls,Centre-du-Québec,3,2,1,2,1 300 pi² (120.77 m²),14 000 pi² (1 300.64 m²),"2 272,00 $","222,91 $","2 000,00 $","600,00 $"
chemin du Lac-Prévost,225 000 $,St-Sauveur,Laurentides,,,,,,137 966 pi² (12 817.46 m²),"185,93 $","6,96 $",,
"2055-2061, rue Nicolet",925 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,,,,2 500 pi² (232.26 m²),"5 552,11 $","644,45 $",,
"55, rue des Cerisiers",490 000 $,Farnham,Estrie,5,2,1,1,"1,200 pi² (111.48 m²)","5,200 pi² (483.1 m²)",,,,
"204-4804, rue Rivard",399 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,1,557 pi² (51.75 m²),630 pi² (58.53 m²),"2 556,00 $","304,00 $","620,00 $",
"11805-11807-11807A, rue Sainte Catherine Est",714 900 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,,,,53x49 pi (16.15x14.94 m),"3 320,00 $","359,00 $",,
"61, rue du Flanc",1 195 000 $,St-Ferréol-les-Neiges,Québec Rive-Nord,6,4,,2,2 688 pi² (249.72 m²),10 330 pi² (959.69 m²),"3 864,37 $","637,49 $","2 872,00 $","2 200,00 $"
"144, rue des Bosquets",599 000 $,Ste-Sophie,Laurentides,3,1,1,2,"1,184.03 pi² (110 m²)","6,319.49 pi² (587.1 m²)","3 367,00 $","244,00 $","1 224,00 $","1 366,00 $"
"354, chemin Saint-Antoine",149 900 $,Val-Des-Monts (Perkins),Outaouais,,,,,,43 560.00 pi² (1 acre),,,,
"7991-7993-7995, rue Chabot",949 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,1,,,2 540.28 pi² (236 m²),"4 490,12 $","551,73 $",,
"4628, 2e Avenue",998 700 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,2,1,3,1 965 pi² (182.55 m²),,"4 670,00 $","572,00 $","1 165,00 $",
